"","﻿obs","time","elapsed","date","hhmmss","averaging","TIME","E","Emm","A","Ca","Ci","Pci","Pca","gsw","gbw","gtw","gtc","Rabs","TleafEB","TleafCnd","SVPleaf","RHcham","VPcham","SVPcham","VPDleaf","LatHFlux","SenHFlux","NetTherm","EBSum","Asty","Esty","Adyn","Crd","Csd","dCsd.dt","αVc","Edyn","Hr","Hs","dHs.dt","αVh","Leak","LeakPct","CorrFact","CorrFactPct","Fan","Qin","Qabs","alpha","convert","S","K","Geometry","Custom","UseDynamic","TIME.1","CO2_s","CO2_r","H2O_s","H2O_r","CO2_a","H2O_a","Flow","Pa","ΔPcham","Tair","Tleaf","Tleaf2","Offset","Offset2","Fan_speed","Qamb_in","Qamb_out","Q","f_red","f_blue","Tled","Pc","time.1","hhmmss.1","co2_t","h2o_t","count","co2_adj","h2o_adj","co2_match","h2o_match","co2_at","h2o_at","co2_cv","h2o_cv","A.MN","A.SLP","A.SD","A.OK","ΔCO2.MN","ΔCO2.SLP","ΔCO2.SD","ΔCO2.OK","ΔH2O.MN","ΔH2O.SLP","ΔH2O.SD","ΔH2O.OK","gsw.MN","gsw.SLP","gsw.SD","gsw.OK","Stable","Total","State","Vflow","VPchamber","abs_c_a","abs_c_b","abs_h_a","abs_h_b","Wc_s","Wc_r","Wco_s","Wco_r","Ww_s","Ww_r","Wwo_s","Wwo_r","Flow_s_v","Flow_r_v","Tleaf_mv","Tleaf2_mv","MatchValveR","MatchValveS","MatchCO2","MatchH2O","cf_co2_a","cf_co2_b","cf_co2_c","cf_co2_d","cf_h2o_a","cf_h2o_b","cf_h2o_c","cf_h2o_d","co2_fit_low","co2_fit_high","h2o_fit_low","h2o_fit_high","co2_elapsed","h2o_elapsed","CO2_f","CO2_f_s","Pump_f","Pump_f_s","Pump_p","Pump_p_s","Tboard","V_system","DIAG","Flow_s","Flow_r","Txchg","Tirga","Tchopper","Ts","Tr","CO2_.","Desiccant_.","Humidifier_.","Txchg_sp","CO2_r_sp","H2O_r_sp","SS_s","SS_r"
"304",304,1652752546,609.5,"20220517 09:55:45","9:55:45",2,1652752538,0.001446365,1.446365293,40.22188573,1020.726667,768.8655462,78.38763064,104.0654576,0.099291999,3.255994113,0.097640019,0.061171146,305.3992992,27.97371132,25,3.789027824,66.15646289,2.324060614,3.512975925,1.46496721,-63.78470942,-226.640202,-15.07143733,-0.097049578,38.29647259,1.459445702,12.50326261,1077.211809,1057.228061,1.690835061,89.12386144,1.446365293,21.93397119,22.782085,-1.12e-05,105.3543778,0,0,1,0,53934.16042,1999.99625,1681.196764,0.840599958,0.152699936,3,0.5,"0: Broadleaf",2,TRUE,1652752538,1020.726667,1044.5975,22.7955625,21.9398875,1022.90375,23.21562917,500.0181667,101.8523333,0.099992429,26.6825875,28.0377,999.9,0,0,10003.96167,774.680125,39.11104583,1999.99625,0.980000792,0.019999188,33,44861.1875,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,38.20311932,1.153242452,0.143428833,0,-23.81884146,-0.757599303,0.09490868,0,0.860120829,-0.055076341,0.00630555,1,0.100828813,-0.006850428,0.000775612,1,2,4,"2月4日,2.91063",2.67309,0.18259,0.185868,0.110979,0.107085,22269.7,21684.6,26160.6,25669.4,36104.1,35903.7,41488,41271.7,1.99592,1.84285,0.0897236,0,100,100,-2.18,-0.4204,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1289.7,1289.7,2.21558,2.51465,1.60278,2.26074,1.50269,2.32666,37.1225,23.8423,19,531.862,501.522,24.8809,31.105,30.0003,31.1288,31.1401,44.323,29.8145,44.1798,24.8305,1066.48,22,100.76,98.5727,NA
"305",305,1652752548,611.5,"20220517 09:55:47","9:55:47",2,1652752540,0.001442597,1.442597228,40.6371188,1024.039583,771.3865546,78.64470527,104.4032862,0.099025355,3.256147343,0.097382232,0.061009252,305.3991481,27.97242649,25,3.788743974,66.15500342,2.323719759,3.512538189,1.465024215,-63.61853775,-226.7968926,-15.08089131,-0.09717348,38.34780231,1.455877522,12.00708855,1080.665568,1060.712909,1.728329229,89.12386144,1.442597228,21.93350167,22.77941971,-1.18e-05,105.3543778,0,0,1,0,53938.73257,1999.995417,1681.196015,0.840599934,0.152699924,3,0.5,"0: Broadleaf",2,TRUE,1652752540,1024.039583,1047.942083,22.79220417,21.9386125,1026.21875,23.21232917,500.0147917,101.8524167,0.099976458,26.68047083,28.037025,999.9,0,0,10004.76375,774.6465833,39.11741667,1999.995417,0.980000875,0.019999079,33,44861.175,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,38.23947833,1.732804269,0.177034032,0,-23.8409122,-1.085025784,0.11342837,0,0.857712317,-0.048275979,0.005495237,1,0.100533036,-0.005777661,0.000652018,1,2,4,"2月4日,2.9106",2.67295,0.18296,0.186235,0.11097,0.107092,22259.6,21674.8,26160.6,25669.4,36104.6,35903.5,41488,41271.8,1.99597,1.84282,0.0889041,0,100,100,-2.19,-0.4204,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1289.7,1289.7,2.22168,2.51587,1.60278,2.26074,1.50269,2.29126,37.1463,23.8423,19,531.885,501.492,24.867,31.105,30.0002,31.1274,31.1387,44.4393,29.8145,44.1798,24.8305,1069.89,22,100.76,98.5729,NA
"306",306,1652752550,613.5,"20220517 09:55:49","9:55:49",2,1652752542,0.001435245,1.435245265,40.46250131,1027.361667,773.907563,78.90186378,104.7421606,0.098497672,3.255893556,0.096871735,0.060688682,305.3992944,27.97185627,25,3.788618005,66.15447433,2.323372868,3.512041917,1.465245137,-63.29431618,-227.1003997,-15.1020263,-0.097447763,38.40018473,1.451931193,12.22224224,1084.08302,1064.116121,1.712125217,89.12386144,1.435245265,21.93395094,22.77553471,-7.91e-06,105.3543778,0,0,1,0,53932.22957,1999.99625,1681.196918,0.840600035,0.152699934,3,0.5,"0: Broadleaf",2,TRUE,1652752542,1027.361667,1051.29625,22.7887625,21.937475,1029.5425,23.20895833,500.0109167,101.8525833,0.099985096,26.67807083,28.03505833,999.9,0,0,10003.40542,774.61325,39.12043333,1999.99625,0.980001125,0.019998954,33,44861.1875,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,38.28932657,1.786057691,0.181696858,0,-23.87049756,-1.101014634,0.114889082,0,0.855258146,-0.049614878,0.005669275,1,0.100243874,-0.005737559,0.000647561,1,2,4,"2月4日,2.91074",2.67295,0.183335,0.186607,0.110957,0.107098,22249.3,21665,26160.5,25669.5,36104.9,35903.5,41487.8,41272.1,1.996,1.8427,0.0877306,0,100,100,-2.19,-0.4205,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1289.7,1289.8,2.22778,2.51587,1.60278,2.26074,1.50269,2.27539,37.1463,23.8336,19,531.892,501.395,24.8465,31.105,30.0004,31.1263,31.1382,44.5566,29.8145,44.1798,24.8305,1073.25,22,100.76,98.5734,NA
"307",307,1652752552,615.5,"20220517 09:55:51","9:55:51",2,1652752544,0.001427727,1.427726916,40.32646848,1030.690833,776.4285714,79.15899711,105.0817238,0.097960363,3.255471686,0.096351756,0.060362174,305.3993431,27.9712129,25,3.788475881,66.15486985,2.323034557,3.511509526,1.465441324,-62.962757,-227.4099929,-15.12433085,-0.097737704,38.4725443,1.448019331,12.26207525,1087.529142,1067.538909,1.711974957,89.12386144,1.427726916,21.9353686,22.77254559,-8.36e-06,105.3543778,0,0,1,0,53921.16365,1999.996667,1681.197275,0.840600039,0.152699926,3,0.5,"0: Broadleaf",2,TRUE,1652752544,1030.690833,1054.669167,22.7854125,21.93642083,1032.873333,23.205675,500.0139583,101.8527083,0.100001842,26.67549583,28.0331625,999.9,0,0,10001.16292,774.5795,39.11895833,1999.996667,0.98000125,0.019998838,33,44861.19167,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,38.3400763,1.735305134,0.177534219,0,-23.90059512,-1.058811847,0.111365196,0,0.852733122,-0.06000784,0.006893746,1,0.099950904,-0.006901999,0.000782017,1,2,4,"2月4日,2.9107",2.67297,0.183708,0.186981,0.110948,0.107097,22239.2,21654.8,26160.6,25669.3,36105.3,35903.3,41487.9,41271.8,1.99588,1.84273,0.0876561,0,100,100,-2.19,-0.4206,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1289.8,1289.8,2.23389,2.51465,1.60278,2.26074,1.50269,2.28516,37.1463,23.8336,19,531.806,501.414,24.8275,31.1047,30.0004,31.1263,31.1382,44.6709,29.8145,43.8017,24.8084,1076.6,22,100.76,98.5727,NA
"308",308,1652752554,617.5,"20220517 09:55:53","9:55:53",2,1652752546,0.001419942,1.419942051,40.4708889,1034.034167,778.9495798,79.41606126,105.4226395,0.097402829,3.254776258,0.095811986,0.060023258,305.3992664,27.97070116,25,3.788362839,66.15542044,2.322697173,3.510970315,1.465665666,-62.61944444,-227.7293073,-15.14856767,-0.098053011,38.52304911,1.443065794,12.04500717,1091.026548,1071.018364,1.732771803,89.12386144,1.419942051,21.93755077,22.77015206,-9.03e-06,105.3543778,0,0,1,0,53902.62846,1999.99625,1681.196939,0.840600046,0.152699919,3,0.5,"0: Broadleaf",2,TRUE,1652752546,1034.034167,1058.042083,22.78209167,21.93602083,1036.21875,23.20240833,500.0254167,101.8527083,0.100053838,26.6728875,28.03163333,999.9,0,0,9997.487917,774.5425417,39.116625,1999.99625,0.980001375,0.019998725,33,44861.175,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,38.39434117,1.815930844,0.184134869,0,-23.93367805,-1.096917073,0.114517345,0,0.850205195,-0.071588132,0.008038779,1,0.099644226,-0.008385974,0.000929771,1,2,4,"2月4日,2.91061",2.67281,0.184083,0.18735,0.11094,0.107095,22229,21644.9,26160.6,25669.2,36105.9,35903.1,41488.1,41271.4,1.99595,1.8426,0.0875629,0,100,100,-2.19,-0.4206,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1289.8,1289.8,2.23755,2.51587,1.60278,2.26196,1.50269,2.26318,37.1463,23.8336,19,531.858,501.314,24.8152,31.1033,30.0002,31.1263,31.1373,44.7617,29.8145,43.8017,24.8084,1080.02,22,100.76,98.572,NA
"309",309,1652752556,619.5,"20220517 09:55:55","9:55:55",2,1652752548,0.001413853,1.413852617,40.34141706,1037.38625,781.4705882,79.67320725,105.7645559,0.096973701,3.25402459,0.095396364,0.059762308,305.3993094,27.96948332,25,3.788093829,66.15693247,2.322348574,3.510363143,1.465745255,-62.35090039,-227.978395,-15.16832547,-0.098311482,38.51973463,1.437496645,12.10481548,1094.493442,1074.475273,1.729128023,89.12386144,1.413852617,21.93803942,22.76704118,-6.79e-06,105.3543778,0,0,1,0,53882.62578,1999.996667,1681.197275,0.840600038,0.152699909,3,0.5,"0: Broadleaf",2,TRUE,1652752548,1037.38625,1061.39125,22.7786375,21.93584167,1039.572917,23.19901667,500.033,101.8528333,0.100085242,26.66995,28.02730833,999.9,0,0,9993.505417,774.4977083,39.11525417,1999.996667,0.9800015,0.019998596,33,44861.1875,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,38.44989986,1.725949187,0.176277687,0,-23.96602927,-1.00072892,0.106485648,0,0.84775778,-0.085283373,0.009175817,1,0.099345424,-0.010165647,0.00107692,1,2,4,"2月4日,2.91064",2.67269,0.184459,0.187678,0.110928,0.107079,22218.7,21636.3,26160.6,25669.4,36106.2,35904,41488,41271.7,1.99608,1.8426,0.0871345,0,100,100,-2.2,-0.4207,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1289.8,1289.9,2.24243,2.51953,1.60278,2.26196,1.50269,2.26074,37.1463,23.8336,19,531.935,501.302,24.8041,31.1023,30.0001,31.1253,31.136,44.8558,29.5387,43.8017,24.8014,1083.4,22,100.76,98.5726,NA
"310",310,1652752558,621.5,"20220517 09:55:57","9:55:57",2,1652752550,0.001407567,1.407566637,40.77806471,1040.744167,783.9915966,79.93023627,106.1069117,0.096539293,3.253818537,0.094975837,0.059498259,305.3994179,27.96773355,25,3.787707352,66.1602544,2.322012271,3.509678571,1.465695082,-62.07368869,-228.2380933,-15.18618209,-0.098546237,38.39937263,1.432717247,11.86512167,1097.694773,1077.915515,1.716468267,89.12386144,1.407566637,21.93868356,22.76400794,-6.56e-06,105.3543778,0,0,1,0,53877.59478,1999.9975,1681.197968,0.840600035,0.1526999,3,0.5,"0: Broadleaf",2,TRUE,1652752550,1040.744167,1064.677083,22.7753375,21.93533333,1042.932917,23.19578333,500.0284583,101.852875,0.100049771,26.6666375,28.02030833,999.9,0,0,9992.413333,774.4515417,39.11599167,1999.9975,0.980001625,0.019998471,33,44861.19583,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,38.48334289,0.993493895,0.142945029,1,-23.97626829,-0.391166551,0.097666672,0,0.845646634,-0.096106056,0.009879977,1,0.099085529,-0.01170964,0.001175878,1,3,4,"3月4日,2.91066",2.67275,0.184821,0.187959,0.110917,0.107073,22208.8,21629,26160.5,25669.6,36106.6,35904.5,41487.9,41272,1.99585,1.8427,0.0871345,0,100,100,-2.2,-0.4208,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1289.9,1289.9,2.24854,2.51831,1.60278,2.26074,1.50269,2.26562,37.1463,23.8423,19,531.769,501.371,24.7974,31.1023,30,31.124,31.1355,44.9768,29.5387,43.8017,24.8014,1086.82,22,100.76,98.5734,NA
"311",311,1652752560,623.5,"20220517 09:55:59","9:55:59",2,1652752552,0.001404991,1.404991404,39.93413723,1044.085,786.512605,80.18713464,106.4473524,0.096384922,3.254457118,0.094826718,0.059404599,305.3994029,27.96455402,25,3.787005167,66.16478023,2.321685777,3.508945044,1.46531939,-61.96012093,-228.3478865,-15.18999559,-0.098600112,38.14876848,1.426759351,12.24849261,1100.443791,1081.119697,1.621667108,89.12386144,1.404991404,21.93655273,22.76036853,-6.5e-06,105.3543778,0,0,1,0,53895.67285,1999.9975,1681.197975,0.840600038,0.152699892,3,0.5,"0: Broadleaf",2,TRUE,1652752552,1044.085,1067.866667,22.77217083,21.93565833,1046.27625,23.19267917,500.0292083,101.85275,0.100014804,26.6630875,28.01475833,999.9,0,0,9995.797917,774.4117917,39.11536667,1999.9975,0.98000175,0.019998354,33,44861.19583,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,38.40953823,-1.062966904,0.337808313,0,-23.91650732,1.019747038,0.24898796,0,0.843585488,-0.095775052,0.009848877,1,0.098846325,-0.011593266,0.001168141,1,2,4,"2月4日,2.9107",2.6729,0.185167,0.188269,0.110909,0.10712,22199.4,21620.8,26160.7,25669.7,36107.3,35902.5,41488.2,41271.9,1.99577,1.84255,0.0874698,0,100,100,-2.19,-0.4207,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1289.9,1289.9,2.25464,2.51831,1.60278,2.26074,1.50391,2.28516,37.1702,23.8423,19,531.715,501.261,24.7935,31.1023,29.9999,31.1237,31.1355,45.0959,29.5387,43.8017,24.8014,1090.17,22,100.761,98.5735,NA
"312",312,1652752562,625.5,"20220517 09:56:01","9:56:01",2,1652752554,0.001414504,1.414504093,39.78178158,1047.395833,789.0336134,80.4442244,106.7849886,0.097116917,3.25481328,0.095535335,0.059849538,305.3993841,27.95863482,25,3.785698241,66.17007698,2.32138692,3.508212513,1.464311321,-62.37963049,-227.9564137,-15.16157792,-0.098237984,37.89090121,1.417689442,12.31977533,1103.187702,1084.238727,1.564126516,89.12386144,1.414504093,21.92957464,22.75898912,-8.52e-06,105.3543778,0,0,1,0,53906.04343,1999.9975,1681.197967,0.840600034,0.152699883,3,0.5,"0: Broadleaf",2,TRUE,1652752554,1047.395833,1071.02,22.76922083,21.93802083,1049.588333,23.18979167,500.0275833,101.8528333,0.100015096,26.65954167,28.01124167,999.9,0,0,9997.67125,774.3784583,39.11195417,1999.9975,0.980001875,0.019998229,33,44861.2,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,38.22321363,-4.162616833,0.660085268,0,-23.79903415,2.83634216,0.431728568,0,0.840151317,-0.101081059,0.010436838,0,0.098479603,-0.011428944,0.001158343,1,1,4,"1月4日,2.91078",2.6731,0.185505,0.188638,0.110907,0.107173,22190.3,21610.9,26160.8,25669.6,36107.5,35900.4,41488.5,41271.9,1.99608,1.84232,0.0876747,0,100,100,-2.2,-0.4208,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1289.9,1290,2.26074,2.51587,1.60278,2.26074,1.50269,2.30103,37.1702,23.8511,19,531.92,501.095,24.7914,31.1023,29.9999,31.1237,31.1355,45.2101,29.5387,43.8017,24.7962,1093.53,22,100.761,98.5733,NA
"313",313,1652752564,627.5,"20220517 09:56:03","9:56:03",2,1652752556,0.001411906,1.411905691,40.01287836,1050.674583,791.5546218,80.7013374,107.1193847,0.096959272,3.254115141,0.095382444,0.059753563,305.3993036,27.95600299,25,3.785117275,66.17685681,2.321145219,3.50748786,1.463972056,-62.26504097,-228.0612888,-15.17134232,-0.098368484,37.7131016,1.407464696,12.03266821,1106.48037,1087.462848,1.597705739,89.12386144,1.411905691,21.93336461,22.76127029,-1.08e-05,105.3543778,0,0,1,0,53887.60334,1999.997083,1681.197617,0.840600034,0.152699875,3,0.5,"0: Broadleaf",2,TRUE,1652752556,1050.674583,1074.188333,22.766825,21.94162083,1052.86875,23.18745,500.0294167,101.8529167,0.100044213,26.65603333,28.00885833,999.9,0,0,9993.975417,774.3414583,39.10757083,1999.997083,0.980002,0.019998108,33,44861.19167,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,37.93802098,-7.290359082,0.877676075,0,-23.62505,4.637709568,0.535746388,0,0.830218875,-0.143817917,0.015326374,0,0.097457026,-0.016057917,0.001758209,1,1,4,"1月4日,2.91078",2.67305,0.185852,0.189026,0.110913,0.1072,22181,21600.5,26160.9,25669.6,36107.3,35899.6,41488.4,41272.2,1.99612,1.84228,0.0874326,0,100,100,-2.2,-0.4208,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1290,1290,2.26562,2.51465,1.60278,2.26074,1.50269,2.26807,37.1702,23.8423,19,531.954,501.057,24.7902,31.1023,30,31.1237,31.1353,45.3213,29.5387,43.8017,24.7962,1096.9,22,100.761,98.5737,NA
"314",314,1652752566,629.5,"20220517 09:56:05","9:56:05",2,1652752558,0.001386351,1.386350921,39.78530047,1053.933333,794.0756303,80.95834029,107.4515955,0.095124451,3.253098794,0.093605766,0.058638032,305.3990758,27.95875885,25,3.785725624,66.18611363,2.320970436,3.506733223,1.464755188,-61.13807562,-229.114257,-15.2460831,-0.099339964,37.61259444,1.39782482,12.05629219,1110.08317,1090.752848,1.638652846,89.12386144,1.386350921,21.95065501,22.76351529,-4.2e-06,105.3543778,0,0,1,0,53860.50538,1999.995833,1681.196467,0.840599985,0.152699856,3,0.5,"0: Broadleaf",2,TRUE,1652752558,1053.933333,1077.383333,22.76511667,21.94556667,1056.129167,23.1857875,500.0316667,101.852875,0.100058954,26.65237917,28.00760417,999.9,0,0,9988.614167,774.296,39.10819583,1999.995833,0.980002083,0.019997971,33,44861.175,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,37.89406322,-7.621350097,0.885058345,0,-23.594445,4.451765854,0.52991855,0,0.8273999,-0.155877118,0.016512621,0,0.097225525,-0.016984084,0.001823598,1,1,4,"1月4日,2.91066",2.67284,0.186206,0.189405,0.110921,0.107212,22171.3,21590.5,26160.8,25669.7,36106.9,35899,41488.3,41272.1,1.9957,1.84242,0.0865571,0,100,100,-2.2,-0.4207,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1290,1290,2.27173,2.51343,1.60278,2.26196,1.50269,2.31445,37.1702,23.8423,19,531.661,501.156,24.7892,31.1023,30,31.1233,31.1339,45.4342,29.5387,43.8017,24.7847,1100.27,22,100.761,98.5737,NA
"315",315,1652752568,631.5,"20220517 09:56:07","9:56:07",2,1652752560,0.001367683,1.367683279,39.97949949,1057.182917,796.5966387,81.21532333,107.7828455,0.093804011,3.252802063,0.092326711,0.057834986,305.3990419,27.95959344,25,3.785909873,66.19733534,2.32086051,3.505972707,1.465049363,-60.3148326,-229.8856439,-15.29859224,-0.100026806,37.53467719,1.388743391,11.9614299,1113.715657,1094.127758,1.681961136,89.12386144,1.367683279,21.96373564,22.76559824,2.52e-06,105.3543778,0,0,1,0,53853.0662,1999.995833,1681.196401,0.840599952,0.152699839,3,0.5,"0: Broadleaf",2,TRUE,1652752560,1057.182917,1080.583333,22.76405,21.94981667,1059.380417,23.18474583,500.0274167,101.8528333,0.10004895,26.64869583,28.005825,999.9,0,0,9987.0525,774.2480833,39.1126875,1999.995833,0.980002208,0.019997813,33,44861.19167,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,37.80661737,-6.625645109,0.858463148,0,-23.57056341,3.757160279,0.513499504,0,0.823839244,-0.166549819,0.017824531,0,0.096562613,-0.019542188,0.00206583,1,1,4,"1月4日,2.91068",2.67287,0.186562,0.189769,0.110929,0.107218,22161.4,21580.7,26160.7,25669.6,36106.4,35898.6,41488.2,41271.8,1.9957,1.84228,0.0855327,0,100,100,-2.21,-0.4207,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1290,1290.1,2.27783,2.51343,1.60278,2.26196,1.50269,2.30835,37.1702,23.8423,19,531.649,501.035,24.788,31.1023,30.0001,31.122,31.1328,45.5488,29.5387,43.8017,24.7847,1103.63,22,100.761,98.5732,NA
"316",316,1652752570,633.5,"20220517 09:56:09","9:56:09",2,1652752562,0.001362987,1.362987058,40.44120684,1060.419167,799.1176471,81.47223732,108.1126444,0.093514725,3.253274268,0.092046655,0.05765914,305.3991485,27.95673872,25,3.785279676,66.21082427,2.320815743,3.505190834,1.464463933,-60.10772928,-230.082616,-15.3089702,-0.100166885,37.46359752,1.38030263,12.16177095,1117.220665,1097.483273,1.685551165,89.12386144,1.362987058,21.96897462,22.76807676,4.37e-06,105.3543778,0,0,1,0,53866.63645,1999.996667,1681.197087,0.840599945,0.152699829,3,0.5,"0: Broadleaf",2,TRUE,1652752562,1060.419167,1083.774583,22.76364167,21.95434583,1062.61875,23.18435,500.0205833,101.85275,0.099994525,26.64490833,28.00211667,999.9,0,0,9989.5525,774.19625,39.1182625,1999.996667,0.980002333,0.019997683,33,44861.225,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,37.75590765,-4.833448348,0.82890134,0,-23.54081951,2.711310105,0.495563252,0,0.818802902,-0.174570899,0.018481092,0,0.095952002,-0.020799741,0.002167577,1,1,4,"1月4日,2.91072",2.67294,0.186921,0.190131,0.110934,0.107226,22151.5,21571.1,26160.6,25669.6,36106.1,35898.2,41488.1,41271.9,1.99605,1.84238,0.0853837,0,100,100,-2.21,-0.4206,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1290.1,1290.1,2.28271,2.51343,1.60278,2.26074,1.50269,2.30957,37.1702,23.8423,19,531.879,501.109,24.7846,31.1023,30.0002,31.1209,31.1328,45.6611,29.5387,43.4278,24.7847,1107.02,22,100.76,98.5733,NA
"317",317,1652752572,635.5,"20220517 09:56:11","9:56:11",2,1652752564,0.00136066,1.360660155,40.23832275,1063.639167,801.6386555,81.72930426,108.4409896,0.093401249,3.253586596,0.091936849,0.057590188,305.3992085,27.95342688,25,3.784548684,66.22591482,2.320832688,3.504417711,1.463715995,-60.00511286,-230.1808313,-15.31349512,-0.100230768,37.43371833,1.371853598,12.55988696,1120.629719,1100.797091,1.66504102,89.12386144,1.360660155,21.97156995,22.76930176,5.89e-06,105.3543778,0,0,1,0,53875.84012,1999.997083,1681.197488,0.84059997,0.152699827,3,0.5,"0: Broadleaf",2,TRUE,1652752564,1063.639167,1086.974167,22.76379583,21.95944583,1065.84,23.18450417,500.0155417,101.8528333,0.099965108,26.6411625,27.99897083,999.9,0,0,9991.192917,774.1459583,39.12879583,1999.997083,0.980002458,0.019997592,33,44861.22917,0,"--:--:--",1652675166,1652675164,0,0.036,0.001,-1.731,-0.382,400,25,0.24,0.12,37.71157787,-2.671684087,0.796196332,0,-23.51389024,1.47494007,0.475662314,0,0.814255146,-0.175688613,0.018562453,0,0.095416936,-0.020942451,0.002177423,1,1,4,"1月4日,2.91069",2.67292,0.187279,0.19048,0.110941,0.107231,22141.8,21561.7,26160.6,25669.6,36105.9,35897.9,41488.2,41271.7,1.99622,1.84258,0.0849925,0,100,100,-2.21,-0.4205,-1.088955305,-0.002163358,1.6e-06,-5.16e-10,-0.394483942,-0.032078939,0.001740276,-1.75e-05,1,1783,2,34,1290.1,1290.1,2.28882,2.51099,1.60278,2.26074,1.50269,2.28882,37.1702,23.8511,19,531.999,501.256,24.7853,31.1023,30.0001,31.1209,31.1328,45.7807,29.5387,43.4278,24.9408,1110.39,22,100.76,98.573,NA
